ID,Ball,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
6904,"{6401, 8322, 9217, 7178, 5908, 7707, 8099, 6950, 6062, 7470, 7736, 6841, 6202, 5952, 7372, 7405, 9581, 9329, 6904, 8441, 6266, 8187}",,,,,,,,,,
28741,"{31361, 28303, 31375, 28306, 29203, 29205, 31385, 29340, 31135, 31008, 28961, 32801, 29475, 28964, 31141, 28966, 31014, 32676, 30251, 28846, 28719, 30261, 28344, 29753, 31546, 31800, 31805, 31807, 32703, 30017, 28741, 29126, 30661, 32071, 31052, 32846, 28760, 29913, 29914, 31961, 32729, 30174, 29920, 30048, 28260, 30053, 30186, 30571, 28013, 30450, 28148, 31222, 30455, 31225, 30074, 28668, 30461}",,,,,,,,,,
24372,"{24461, 24337, 24213, 24343, 24216, 24730, 24737, 24739, 24740, 24741, 24745, 24746, 23986, 24372, 25015, 24761, 24008, 24524, 24528, 24406, 24535, 24280, 24281, 24922, 24541, 24542, 24799, 24930, 24041, 24937, 25069, 24944, 24562, 23925, 23927, 24574, 24703}",,,,,,,,,,
6322,"{8069, 6669, 6670, 7821, 7822, 6418, 9234, 9237, 9238, 6559, 8992, 9248, 7971, 8999, 9005, 6321, 6322, 6323, 6069, 7477, 6967, 7990, 7991, 8381, 7872, 7233, 8001, 7235, 7236, 7239, 7117, 7265, 6884, 8297, 7791, 6128, 6129}",,,,,,,,,,
14437,"{13377, 12676, 14437, 13000, 14408, 13642, 13611, 12816, 12916, 12597, 12568, 13082, 14299, 14300, 12350, 13631}",,,,,,,,,,
32467,"{28545, 30082, 30339, 30987, 30988, 28560, 29082, 29722, 31774, 28192, 28324, 28325, 30117, 28079, 32049, 28980, 31673, 28219, 28357, 28613, 29125, 31944, 32457, 29387, 29133, 28880, 30161, 30288, 32467, 30932, 30933, 28250, 29148, 27999, 30560, 30943, 28517, 29931, 28398, 29431, 28409, 32635}",,,,,,,,,,
29463,"{32004, 32005, 31883, 29070, 28563, 29463, 29996, 32174, 28463, 29359, 32439, 30777, 28862, 31424, 31817, 28876, 29390, 29394, 30549, 29783, 30552, 28767, 28256, 28513, 28514, 29409, 29792, 30433, 31840, 29031, 30957, 29678, 29808, 29811, 29174, 28536, 29817, 29695}",,,,,,,,,,
825,"{384, 1025, 1026, 915, 531, 403, 532, 533, 536, 665, 666, 539, 1309, 806, 1197, 943, 1200, 1455, 693, 694, 951, 1463, 825, 1094, 327, 1095, 1096, 1097, 1098, 1099, 1100, 1111, 1014, 1017, 1018}",,,,,,,,,,
31224,"{30085, 29077, 31132, 29213, 29342, 31133, 30627, 29220, 30628, 29353, 30893, 30639, 29234, 28341, 28342, 29243, 31036, 31039, 29024, 29025, 31842, 30057, 29291, 31474, 31224, 28025, 28026, 28027, 28028, 30079}",,,,,,,,,,
23812,"{24200, 24715, 24716, 25101, 25103, 24342, 24601, 24861, 24480, 24609, 24227, 24358, 24614, 24884, 25141, 23990, 24889, 25153, 24655, 25168, 25169, 25057, 24817, 24316}",,,,,,,,,,
10625,"{11206, 11119, 10864, 11059, 11094, 11035, 10879}",,,,,,,,,,
28187,"{28546, 29314, 31362, 31366, 28551, 29192, 28809, 29321, 31369, 31370, 30095, 29078, 29337, 28442, 28187, 29338, 30105, 28193, 28836, 28837, 32036, 32039, 32041, 32556, 32557, 32559, 29236, 28469, 29237, 31029, 31031, 31035, 28476, 31040, 31041, 31042, 32576, 32452, 32577, 31046, 29255, 28360, 28361, 29129, 29256, 31048, 32579, 28759, 32344, 32345, 32346, 28635, 28763, 32347, 32348, 28640, 28773, 28006, 29158, 29159, 28393, 28521, 29162, 30059, 29177, 29166, 31721, 31727, 28658, 28793, 28539, 31356, 31357, 28799}",,,,,,,,,,
29982,"{28938, 28941, 29713, 28050, 30839, 29086, 29982, 28073, 30762, 32171, 32173, 32436, 32437, 29366, 30008, 29241, 31418, 31419, 28094, 31422, 28865, 29761, 31425, 31426, 31428, 29382, 29766, 31939, 28874, 29771, 29772, 29777, 28242, 29402, 29146, 29793, 30945, 28005, 28647, 29927, 30951, 30952, 30954, 32751, 32112, 29681, 29682, 30321, 30964, 32113, 32115, 30327, 29818}",,,,,,,,,,
14568,"{10752, 10339, 10340, 10405, 10406, 10727, 10731, 10453, 10429}",,,,,,,,,,
13909,"{9984, 9708, 9714, 10164, 10008, 10204}",,,,,,,,,,
8134,"{8960, 8963, 7183, 8463, 7059, 7315, 6549, 8467, 8472, 8473, 8474, 8475, 8476, 8477, 8478, 8479, 5792, 6049, 9247, 7081, 7082, 7211, 8105, 8491, 8494, 7087, 8495, 8498, 6835, 7859, 9146, 8124, 8125, 8894, 8895, 9151, 9153, 8900, 8134, 8902, 8776, 8137, 8907, 9296, 8785, 8147, 8917, 7127, 7255, 7001, 7258, 8155, 8031, 8927, 5995, 5872, 6644}",,,,,,,,,,
13869,"{13190, 13191, 14342, 12684, 12437, 14106, 14109, 13216, 13485, 13869, 12721, 14461, 12471, 14526, 14275, 13510, 13511, 13767, 13515, 13519, 13776, 12756, 14422, 14423, 12248, 12249, 12508, 13412, 12517, 13416, 13161, 13418, 14185, 13428, 13174, 13433, 13178, 14459, 13181}",,,,,,,,,,
1489,"{0, 35, 3, 132, 200, 202, 123, 204, 13, 206, 210, 21, 85, 58, 59}",,,,,,,,,,
5967,"{4704, 4039, 4207, 4306, 4634, 4635, 3964}",,,,,,,,,,
2716,"{2570, 2069, 2070, 2716, 1949, 1821, 2717, 2718, 2593, 2594, 2595, 2596, 2597, 2598, 2599, 2600, 2720, 2856, 2353, 2554, 2099, 2355, 2356, 2358, 2104, 2362, 2363, 2364, 2493, 1726, 1727, 1728, 2366, 2367, 2369, 2370, 2497, 2498, 2502, 2515, 2516, 2517, 2518, 2519, 2520, 2522, 2012, 2524, 2017, 2276, 2027, 2290, 2291, 1780, 2546, 2038, 2039, 2040, 2041, 2042, 2043}",,,,,,,,,,
8641,"{7428, 6409, 9355, 7443, 5915, 5916, 5917, 7334, 8103, 6442, 5807, 6450, 7350, 8502, 8641, 8394, 7770, 9180, 6495, 5997, 8045, 6770, 9208, 9466, 9341}",,,,,,,,,,
17740,"{17794, 17795, 17796, 17923, 17924, 17543, 17416, 17925, 17418, 17927, 17928, 17815, 18072, 18073, 18074, 18075, 17191, 17578, 17454, 17456, 17202, 17203, 17204, 17205, 17206, 17207, 17208, 17466, 17723, 17724, 17473, 17730, 17475, 17734, 17224, 17739, 17740, 17486, 17614, 17749, 17878, 17239, 17240, 17623, 17882, 17499, 17627, 17629, 17630, 17503, 17504, 17781, 17784, 17787, 17789, 17790}",,,,,,,,,,
7046,"{7553, 7046, 8966, 5774, 7447, 6704, 8113, 5942, 5943, 7353, 5945, 6332, 6461, 7103, 6854, 6855, 9291, 6095, 7124, 8816, 8433, 8817, 8821, 8822, 8695, 6776}",,,,,,,,,,
31827,"{32001, 31753, 31756, 29710, 29995, 30130, 30004, 28982, 28086, 30007, 28478, 31806, 30016, 30019, 29130, 30284, 31948, 31827, 28120, 29037, 31853, 31855, 31857, 31858, 29433, 28155, 31101, 31999}",,,,,,,,,,
13942,"{10758, 10343, 10451, 10613, 10678}",,,,,,,,,,
19160,"{20992, 20995, 19463, 19465, 21012, 19482, 21018, 19486, 21024, 19495, 19504, 19514, 21057, 21058, 21059, 19524, 21060, 19528, 19542, 19567, 19574, 19581, 19587, 22157, 19599, 19099, 22684, 22685, 22686, 22687, 22688, 22689, 19109, 19628, 19117, 19121, 19129, 20158, 20162, 20163, 19156, 20180, 20181, 19160, 19168, 19169, 20192, 22244, 19173, 19185, 21755, 20737, 20742, 21771, 22799, 22800, 22801, 19219, 20755, 19229, 19230, 20785, 19267, 19274, 19293, 22887, 19314, 19321, 19327, 19328, 22412, 22413, 22414, 22415, 22421, 19357, 19378, 19384, 19387, 22465, 22466, 22467, 22468, 22469, 22470, 22471, 22472, 19401, 22473, 19403, 22474, 19405, 19409, 19419, 20966, 19433, 20970, 20972, 19442, 19444, 20988, 19455}",,,,,,,,,,
17971,"{2690, 17912, 17417, 17658, 17913, 18063, 17297, 2835, 17300, 17788, 17690, 17435, 17314, 17315, 17572, 17663, 18088, 18094, 17327, 17967, 17968, 17970, 17971, 17209, 17210, 17211, 2753, 2755, 2756, 17348, 17233, 17234, 17235, 17363, 17364, 17366, 17494, 17873, 17875, 17500, 18014, 17248, 17249, 17250, 17251, 17380, 18017, 17640, 17644, 17645, 17390, 17647, 17651, 17911, 17656, 17657, 2810, 17915, 17660, 17279}",,,,,,,,,,
7308,"{6665, 7305, 7308, 6675, 5781, 9240, 9242, 8348, 9245, 8350, 9246, 8353, 8355, 7592, 6441, 7977, 6443, 8368, 7218, 7219, 7993, 9276, 9022, 6728, 9033, 7755, 9550, 6991, 9551, 6737, 8017, 8146, 8659, 9552, 9553, 8030, 7653, 7660, 6643, 7674, 7291}",,,,,,,,,,
28071,"{30601, 30602, 30221, 31758, 31505, 30227, 30238, 30239, 29985, 28070, 28071, 30250, 32299, 32300, 30001, 32434, 31798, 30263, 30015, 28362, 30026, 28364, 32207, 31824, 30038, 30183, 30184, 31851, 31852, 31854, 28528, 31856, 32374, 28792, 32889, 31995, 31998}",,,,,,,,,,
17437,"{18055, 18056, 18057, 17291, 17295, 17298, 17173, 17306, 17307, 17437, 17438, 17313, 17320, 17321, 17833, 17323, 17196, 17325, 17326, 17834, 17836, 17837, 17838, 17839, 17333, 17334, 17335, 17336, 17339, 17854, 17855, 17857, 17352, 17228, 17229, 17357, 17997, 17998, 18007, 17241, 17754, 17245, 17247, 17762, 17507, 17255, 17256, 17257, 17258, 17259, 17260, 17261, 17389, 17899, 17902, 17396, 18038, 17529}",,,,,,,,,,
30609,"{27239, 27255, 27319, 27242, 27532, 27220, 27318, 27159, 27256, 27516, 27135}",,,,,,,,,,
10284,"{11714, 11810, 11911, 11816, 11818, 11727, 11699, 11829, 11862, 11640}",,,,,,,,,,
12727,"{9760, 9987, 10244, 9960, 10127, 10257, 10035, 9844, 10069, 10136, 10267, 9854}",,,,,,,,,,
15309,"{15043, 15012, 14919, 14985, 14956, 14990, 14868, 15029, 14905, 14906}",,,,,,,,,,
24660,"{23360, 23426, 23396, 23397, 23495, 23496, 23433, 23254, 23255, 23452, 23454}",,,,,,,,,,
23286,"{23108, 23173, 22951, 22985, 22986, 22987, 22988, 22961, 23188, 23189, 23158, 23224, 22970, 23005}",,,,,,,,,,
5575,"{3044, 3045, 2997, 2998, 3068}",,,,,,,,,,
14353,"{10916, 10953, 10985, 11213, 10842, 10843, 10974}",,,,,,,,,,
29969,"{28686, 29328, 28561, 28562, 29969, 31377, 30102, 31382, 32150, 30490, 31656, 30511, 31283, 30005, 29755, 28099, 28100, 28229, 28101, 29124, 32964, 32459, 28535, 30035, 31957, 31958, 31959, 31326, 31328, 31331, 31336, 29929, 31338, 28270, 28785, 28405, 28534, 29943, 28282}",,,,,,,,,,
15603,"{16773, 16912, 16031, 15654, 16809, 16426, 16427, 16430, 16431, 16693, 15671, 16828, 16320, 15557, 16069, 15948, 15949, 16338, 16100, 16101, 15975, 16106, 15979, 16492, 16494, 16240, 15603, 16508, 16381, 16510, 16511}",,,,,,,,,,
29156,"{27424, 27616, 27586, 27590, 27560, 27541, 27615}",,,,,,,,,,
19759,"{19970, 21379, 21125, 21382, 20871, 20877, 20369, 19731, 20499, 21651, 20502, 19992, 19736, 21146, 20893, 20001, 20641, 19759, 20530, 21562, 20667, 19772, 19773, 21693, 21568, 20311, 22619, 22632, 21609, 20591, 19955, 20093}",,,,,,,,,,
31091,"{30728, 29962, 28171, 32906, 30867, 30741, 29464, 30878, 29732, 29742, 30254, 30255, 31921, 32560, 32816, 28983, 31671, 32055, 30011, 28731, 28732, 28989, 28994, 28998, 30023, 30279, 28489, 30406, 30283, 32121, 30031, 28881, 32377, 27992, 30296, 30297, 32221, 30559, 28258, 31205, 31591, 30314, 31091, 28153, 29436}",,,,,,,,,,
28754,"{31744, 31745, 29201, 31635, 31636, 28309, 31638, 31639, 28696, 31640, 31641, 32404, 32407, 32799, 32672, 28713, 28202, 29100, 29107, 32308, 29115, 31992, 31683, 29892, 31993, 31690, 31691, 31868, 28754, 31442, 32980, 28761, 28762, 28508, 28509, 28510, 32479, 31078, 32492, 32493, 32494, 32495, 31986, 31861, 31862, 31991, 31864, 31865, 31867, 31740, 31869, 31742}",,,,,,,,,,
32018,"{31872, 31873, 31874, 31877, 31880, 29834, 32908, 29837, 29841, 29842, 29843, 32018, 29847, 32537, 32538, 29853, 28190, 32414, 29857, 32418, 32805, 28710, 29864, 29873, 29880, 28603, 29886, 28735, 29889, 28611, 30404, 28742, 32329, 29898, 28619, 32331, 29901, 27983, 29903, 29904, 29905, 29907, 31193, 31965, 30558, 31966, 28259, 32613, 32615, 31086, 30191, 28663, 31871}",,,,,,,,,,
9407,"{3111, 3629, 3058, 3059, 3194, 3195, 2876, 2909}",,,,,,,,,,
28755,"{32899, 28813, 32023, 32024, 31552, 30111, 30115, 30372, 28326, 31405, 28725, 28598, 31160, 28608, 28609, 30658, 28483, 31168, 31170, 31299, 31300, 28616, 31302, 30667, 31179, 31181, 31563, 32973, 31184, 31185, 27986, 28755, 30679, 30428, 30557, 30685, 30056, 30058, 30064, 28657, 30577, 31088, 31729, 31731, 31736, 30589, 28798}",,,,,,,,,,
7336,"{3552, 3562, 3563, 2928, 3570, 3669, 3670, 3671, 2936, 2873, 3551}",,,,,,,,,,
6978,"{7829, 9365, 9623, 9366, 7071, 7073, 6978, 9670, 6346, 6347, 9688, 6233, 8541, 8542, 8543, 6496, 8545, 6000, 8564}",,,,,,,,,,
6224,"{6465, 7397, 5800, 6732, 8205, 6224, 6225, 7155, 6997, 6934, 6616, 5882, 8636}",,,,,,,,,,
15555,"{16640, 16132, 15622, 16135, 15624, 16136, 16518, 16519, 16142, 15634, 16415, 16410, 16412, 16413, 16414, 16159, 16032, 15905, 15906, 16033, 16034, 16036, 15526, 16164, 16165, 16291, 16416, 16417, 16050, 15668, 15927, 15677, 15678, 16064, 15555, 15692, 16717, 16206, 16845, 16846, 16850, 16213, 16215, 16216, 15582, 15594, 16115, 16371}",,,,,,,,,,
20878,"{20352, 19841, 20866, 20867, 19595, 20878, 21134, 20503, 21149, 19870, 20907, 21558, 20415, 20928, 19522, 22910, 20550, 20937, 20429, 19790, 20943, 21584, 20566, 20567, 22621, 20066, 20579, 20709, 19815, 21619, 20085, 22773, 21368, 20089, 20862, 21119}",,,,,,,,,,
31003,"{30465, 32513, 30470, 29319, 30471, 29322, 30474, 28173, 30479, 29073, 28946, 28947, 29204, 28949, 28955, 28956, 31003, 29089, 29218, 29095, 28072, 29096, 29223, 32042, 29106, 30644, 29128, 31434, 32847, 32848, 31441, 29138, 28154, 28245, 28118, 32982, 32856, 31452, 31712, 29796, 29157, 32746, 30444, 28144, 31223, 30457, 29050, 30459, 29309}",,,,,,,,,,
23314,"{23168, 23044, 23183, 23204, 23209, 22959, 22972, 23102, 22977, 23247, 22995, 22996, 23125, 23131, 23140, 23145, 23018, 23020, 23036, 23165}",,,,,,,,,,
32098,"{29060, 28042, 32269, 28430, 31381, 30231, 29081, 31386, 31646, 29228, 31021, 29233, 31026, 28981, 29238, 29365, 28092, 31549, 29378, 27996, 31327, 32098, 28643, 31334, 29032, 31978, 29164, 29680, 28146, 28152, 28283}",,,,,,,,,,
22607,"{18564, 18702, 18705, 18714, 18589, 18339, 18220, 18608, 18609, 18231, 18744, 18242, 18773, 18646, 18392, 18525, 18526, 18529, 18530, 18531}",,,,,,,,,,
29391,"{32640, 29327, 28304, 29072, 30481, 32400, 31637, 28951, 28441, 28314, 28443, 29209, 30458, 28963, 29091, 28197, 29093, 30460, 32808, 32043, 29230, 29360, 32048, 29108, 31540, 29110, 32058, 32059, 29248, 30656, 29122, 30657, 28104, 32075, 32971, 31437, 28495, 29391, 29137, 29265, 29393, 32975, 31450, 28252, 29276, 31455, 32224, 28897, 28771, 32228, 31848, 33001, 28269, 30445, 30447, 31725, 29042, 29173, 30454, 28791, 29178, 29180, 30463}",,,,,,,,,,
13528,"{12800, 12801, 14593, 13187, 13188, 12422, 14605, 13458, 12570, 13217, 12450, 13601, 13491, 13501, 13506, 13507, 13508, 14274, 14276, 12871, 13512, 12620, 12622, 12496, 13528, 14053, 12647, 14567, 13162, 14442, 13808, 13171}",,,,,,,,,,
28656,"{27969, 27778, 27685, 27942, 27623, 27911, 27708, 27762, 27927, 27772}",,,,,,,,,,
668,"{160, 34, 130, 102, 199, 201, 178, 87, 29, 94}",,,,,,,,,,
12643,"{10632, 10285, 10702, 10544, 10711, 10521, 10426, 10588}",,,,,,,,,,
13443,"{10425, 10661, 10681, 10318, 10769, 10517, 10359, 10328, 10329}",,,,,,,,,,
16433,"{16512, 16513, 16004, 16775, 15496, 16011, 16012, 16907, 16021, 16538, 16038, 16040, 16432, 16433, 16056, 15679, 15552, 16708, 16714, 15694, 15695, 16337, 15957, 16090, 16871, 16493, 16495, 15988, 15989, 16886, 15866}",,,,,,,,,,
21157,"{18766, 18767, 18257, 18131, 18548, 18771, 18166, 18174}",,,,,,,,,,
25829,"{25860, 26244, 26245, 25992, 25868, 25996, 26254, 26002, 26003, 26262, 26271, 26018, 26025, 26292, 26293, 26421, 25789, 25795, 26436, 26438, 26439, 25804, 26448, 26323, 26324, 26325, 25563, 26207, 25825, 25571, 26212, 25829, 25959, 25833, 25961, 25835, 26218, 26221, 25967, 26224, 25587, 25974, 25983}",,,,,,,,,,
23502,"{23361, 23489, 23332, 23400, 23465, 23274, 23502, 23375, 23444, 23318, 23448}",,,,,,,,,,
6116,"{3108, 3557, 3815, 3816, 3465, 3466, 3566, 2991}",,,,,,,,,,
8323,"{8323, 9604, 9352, 8461, 6063, 6064, 6777, 7091, 9014, 5944, 6842, 6526, 7373, 7546, 9316, 9194, 7532, 9589, 7545, 8442, 8317, 8830}",,,,,,,,,,
674,"{1285, 1286, 1413, 1414, 393, 521, 527, 1040, 1041, 674, 932, 1446, 811, 945, 1204, 696, 971, 1228, 974, 848, 342, 855, 985, 860, 353, 610, 868, 1380, 1381, 615, 360, 871, 874, 493, 878, 496, 499, 628, 884, 1401, 1019, 510}",,,,,,,,,,
13913,"{10596, 10666, 10766, 10767, 10449, 10802}",,,,,,,,,,
12262,"{12960, 12961, 12514, 13125, 12262, 12263, 12200, 12433, 13043, 13459, 12725, 14548, 12345, 13241, 14524}",,,,,,,,,,
5565,"{5221, 4969, 5301, 5276, 5565, 5694}",,,,,,,,,,
12750,"{11526, 11497, 11534, 11247, 11603, 11295}",,,,,,,,,,
28412,"{27266, 27557, 27336, 27337, 27246, 27534, 27572, 27126, 27064, 27130, 27451, 27230}",,,,,,,,,,
29688,"{2306, 2052, 2311, 2823, 29966, 30608, 2834, 2067, 2068, 30610, 29976, 29977, 29978, 2843, 30620, 31258, 31259, 31260, 30624, 2849, 32927, 31268, 2853, 31270, 32951, 32572, 32574, 32575, 32835, 28999, 29000, 32584, 32839, 32840, 32077, 32080, 32081, 32082, 32083, 2388, 28503, 2777, 2778, 2779, 2780, 2028, 29936, 2294, 29688, 2170}",,,,,,,,,,
8116,"{8075, 6693, 8101, 6184, 6185, 6186, 6187, 6188, 8116, 8501, 9409, 6594, 6470, 8392, 8525, 8016, 9040, 9041, 9044, 9045, 9046, 8281, 8154, 9434, 8158, 8286, 8415, 8678, 8679, 6380, 6896, 6897, 6007, 9468}",,,,,,,,,,
6748,"{2944, 3110, 2953, 3626, 3501, 3025, 3026, 3251, 3415, 2943}",,,,,,,,,,
12173,"{12672, 14080, 13826, 13860, 13157, 13861, 14405, 14406, 12938, 12268, 12814, 13742, 12247, 13850, 12349, 13214}",,,,,,,,,,
25948,"{26376, 25872, 26267, 26268, 26275, 25510, 25511, 25771, 25772, 25773, 25519, 26419, 26319, 25948, 26213, 25836, 25837, 26354, 26355, 26359, 26360, 26361, 26362, 26363, 26364, 26365}",,,,,,,,,,
6426,"{8195, 7307, 7953, 7830, 6426, 7066, 7964, 6137, 7456, 5794, 6563, 6308, 6690, 9510, 9511, 9512, 9513, 8109, 8879, 9393, 9521, 7478, 8119, 6585, 7230, 8135, 8136, 9161, 9163, 5838, 7760, 8656, 9042, 7251, 7253, 6870, 6871, 8408, 8409, 8410, 9430, 6367, 5984, 5985, 5983, 6500, 7781, 7282, 7283, 7794, 6005, 6006, 6135, 6133, 6134}",,,,,,,,,,
21170,"{18115, 18724, 18213, 18118, 18214, 18152, 18439, 18503, 18507, 18254, 18574, 18575, 18606, 18607, 18169}",,,,,,,,,,
12067,"{9762, 9767, 9800, 9999, 10038, 10011, 9724}",,,,,,,,,,
20892,"{20102, 21132, 20880, 19860, 21399, 19740, 20892, 20897, 20006, 20904, 21551, 20538, 20412, 19392, 21696, 20423, 20935, 21582, 19791, 21587, 21595, 20701, 19805, 21085, 20332, 20333, 21617, 19700, 20853, 20854, 19832, 21116, 20479}",,,,,,,,,,
13526,"{10273, 10146, 10171, 10185, 9900, 9940, 9716, 9813, 10107, 10108}",,,,,,,,,,
24947,"{23554, 23555, 23547, 23656, 23724, 23756, 23758, 23695, 23665, 23669, 23610, 23611}",,,,,,,,,,
13246,"{12740, 12677, 13094, 12201, 13130, 13131, 12877, 13359, 12272, 12592, 14193, 14545, 13012, 12373, 13246, 12538, 12446, 13375}",,,,,,,,,,
12273,"{12810, 12304, 13072, 13986, 12325, 13228, 14383, 13240, 13755, 13373, 13248, 12490, 12238, 13265, 13275, 12509, 12771, 12908, 12273}",,,,,,,,,,
15708,"{15246, 15343, 15247, 15344, 15357, 15315, 15229}",,,,,,,,,,
20218,"{21761, 21002, 21901, 19214, 22286, 21010, 21779, 19222, 21784, 22425, 22939, 19365, 19500, 20141, 20783, 19632, 20787, 21184, 21191, 21200, 19793, 21214, 21225, 21226, 20846, 22260, 19189, 20218, 22011, 22013}",,,,,,,,,,
6906,"{4736, 4614, 4615, 4519, 4633, 4509}",,,,,,,,,,
14367,"{12298, 12817, 12818, 12819, 13083, 14365, 14367, 12194, 13479, 13225, 14384, 12214, 13757, 12351, 13378, 13272, 13273, 12259, 12518, 12519, 12267, 12275, 12917}",,,,,,,,,,
16897,"{14946, 15063, 14927, 14962, 14966, 14967, 15038, 15007}",,,,,,,,,,
6943,"{4480, 4713, 4426, 4781, 4398, 4659, 4725, 3895, 4027, 4798}",,,,,,,,,,
20830,"{20739, 19333, 19212, 20752, 19090, 19602, 19092, 19349, 20757, 19608, 19609, 19610, 19612, 21790, 20767, 20768, 21797, 22822, 19498, 19371, 22189, 21806, 19376, 22064, 22705, 22706, 19380, 19125, 20788, 20789, 22707, 21817, 19130, 19259, 19258, 22708, 22709, 22863, 22864, 19410, 19159, 19415, 20828, 20830, 19167, 20831, 20832, 22367, 20835, 22368, 19176, 19432, 22120, 22127, 21491, 22133, 19580, 19197, 22782}",,,,,,,,,,
12423,"{12068, 12132, 12133, 12042, 11950, 12118, 12027, 12094}",,,,,,,,,,
16140,"{15488, 15489, 16130, 16131, 16257, 16260, 15878, 16517, 15497, 16140, 16536, 16537, 15898, 16539, 15516, 16540, 16807, 16067, 15560, 16586, 16333, 16477, 16605, 16479, 16607, 16481, 16482, 16355, 16483, 16608, 15591, 16888, 16245, 16246, 15864, 16121, 15482, 15484}",,,,,,,,,,
12846,"{11716, 11908, 11686, 11720, 11838, 11792, 11891, 11828, 11799, 11641, 11738, 11899, 11837, 11678}",,,,,,,,,,
12763,"{10147, 10250, 10258, 10067, 10068, 9914, 10078}",,,,,,,,,,
28057,"{30599, 30600, 30859, 31763, 28056, 28057, 28186, 29851, 32158, 29859, 30763, 28337, 28594, 32309, 29882, 29885, 28355, 28356, 29768, 29769, 28752, 28370, 28499, 29908, 32085, 28899, 28900, 28901, 28902, 28908, 29041, 28924, 28918, 30841, 29692}",,,,,,,,,,
16597,"{14691, 14660, 14757, 14666, 14636, 211, 14835, 309, 14813, 14783}",,,,,,,,,,
12241,"{11778, 11880, 11819, 11856, 11924, 11765, 11925, 11704}",,,,,,,,,,
10653,"{10115, 9706, 10026, 9837, 9845, 9849}",,,,,,,,,,
12661,"{10403, 10659, 10322, 10323, 10551, 10622}",,,,,,,,,,
19987,"{22528, 22530, 21572, 22630, 21095, 21387, 20365, 19987, 19827, 20053, 21588, 21590, 21402}",,,,,,,,,,
19234,"{19584, 21506, 19590, 19209, 19338, 19468, 20236, 22159, 20753, 20758, 21785, 21530, 19356, 20252, 21536, 19234, 20771, 22820, 20773, 19110, 20774, 21800, 22821, 19191, 21810, 21813, 20790, 21820, 19391, 20805, 20806, 19144, 19402, 19276, 19150, 19151, 19161, 20825, 20826, 19165, 19422, 19552, 22370, 19428, 22118, 22374, 20842, 22123, 22125, 19310, 22126, 22129, 22132, 19190, 19319, 19192, 19578, 22781}",,,,,,,,,,
10746,"{11048, 11051, 11148, 11149, 11211, 11184, 11186, 10807, 10811}",,,,,,,,,,
28515,"{30211, 32007, 32903, 32009, 29451, 32780, 32785, 28206, 31431, 28872, 28873, 30028, 32335, 28243, 28515, 29048, 29163, 30958, 29809, 32117, 29686, 29176, 28797}",,,,,,,,,,
24783,"{23040, 23041, 23233, 23107, 22982, 23174, 23160, 23066, 23133, 23039}",,,,,,,,,,
13965,"{11492, 11367, 11529, 11307, 11436, 11446, 11390, 11455}",,,,,,,,,,
935,"{642, 643, 516, 395, 662, 794, 795, 538, 1023, 935, 1194, 684, 687, 1071, 819, 820, 1219, 837, 1350, 721, 595, 600, 987, 605, 1139, 1140, 507, 767}",,,,,,,,,,
8150,"{5027, 5734, 5706, 5624, 5145, 5340, 5469}",,,,,,,,,,
346,"{1288, 649, 1289, 1291, 1292, 1428, 1429, 14613, 408, 1435, 13595, 1316, 1453, 1077, 1078, 1079, 14008, 1081, 1082, 1083, 1084, 14009, 14011, 13760, 13761, 16833, 13768, 13775, 13398, 1490, 1110, 983, 984, 1368, 1114, 1115, 1116, 346, 347, 1117, 1370, 1375, 1376, 1008, 1264, 1265, 1267, 1399, 1400, 634, 14463}",,,,,,,,,,
23278,"{24456, 24457, 24466, 24477, 24232, 24375, 24376, 24633, 24259, 24516, 24646, 24654, 24916, 25172, 25173, 24037, 23917, 25070, 24687, 24815, 25071, 25072, 25075, 24821, 24440, 25214}",,,,,,,,,,
25728,"{25286, 25290, 25293, 25325, 25263, 25301, 25334, 25273, 25308, 25245, 25342}",,,,,,,,,,
26019,"{25858, 25994, 25873, 25874, 26389, 26008, 25497, 26012, 26400, 25891, 25508, 26019, 25514, 26026, 25909, 25782, 25535, 25799, 25547, 26199, 26201, 26206, 25585, 25982}",,,,,,,,,,
1855,"{2181, 1798, 1799, 2184, 2824, 2187, 2188, 2190, 2446, 2448, 2193, 2195, 2196, 2451, 2327, 2201, 2202, 2203, 2204, 2207, 2209, 2210, 1956, 2213, 1830, 2087, 2088, 2214, 2093, 2095, 1712, 1842, 1855, 1986, 1735, 1739, 1742, 1745, 2019, 1773, 1776, 1784, 1788}",,,,,,,,,,
7693,"{3328, 2985, 3122, 3123, 3155, 3156, 3483, 3541, 3131}",,,,,,,,,,
28386,"{28416, 28550, 30093, 32141, 32142, 29970, 31379, 32147, 28569, 28570, 30491, 28444, 30495, 28457, 31276, 28333, 28334, 31278, 30513, 31282, 28468, 31285, 31286, 31927, 31928, 31929, 31930, 31931, 31932, 31933, 31934, 32182, 32184, 32186, 28358, 28359, 28488, 28234, 31953, 28371, 31324, 31325, 28383, 29919, 31329, 28386, 29923, 31332, 28390, 32103, 31337, 28138, 31339, 32748, 29934, 28016, 28404, 28415}",,,,,,,,,,
